applicant_id,post_tax_annual_income,total_monthly_expenses,monthly_emi_amount,other_debts
526661,2656262.4000000004,45678,31755,93292
788808,688684.8,27081,9636,10227
526664,1182556.8,47952,27197,39864
264523,2826134.4000000004,15857,59894,40644
788812,480816.0,,2662,19178
788824,29644.800000000003,15265,64,269
264538,1721750.4000000001,19448,23564,37876
264542,2432707.2,21051,50572,89863
264545,2595590.4000000004,30252,38006,72521
788835,473068.80000000005,10561,6349,8527
264551,2308848.0,12781,20563,73850
526696,1584307.2000000002,43236,35559,22799
264557,2310326.4,14521,886,93042
264560,672931.2000000001,35239,14303,20901
264561,1140192.0,9631,3052,30692
788849,273811.2,3153,3554,7584
264566,581356.8,37880,11644,4978
264567,1337740.8,,26197,25822
526713,777072.0,792,12605,14204
526714,546220.8,3542,7321,4592
526715,838051.2000000001,27565,15710,10556
526724,1450012.8,9951,23041,35810
264582,299558.4,24668,2103,830
264583,2471884.8000000003,32236,48922,29842
264585,709872.0,3342,6952,23234
526730,685363.2000000001,30440,6838,7210
264587,883324.8,1057,5000,16782
788890,89184.0,,317,796
526748,1981430.4000000001,28206,39360,41693
788899,272284.8,11539,3162,3838
526757,1684387.2000000002,6498,10274,27063
788901,2271388.8000000003,33675,54895,85318
264620,2701238.4000000004,22510,26323,97483
264622,1735219.2000000002,11235,9261,5279
788910,524851.2000000001,24801,3456,17506
264623,75139.2,16155,1356,2156
788915,1551571.2000000002,12758,13965,22340
788922,1635763.2000000002,40625,34456,57613
788925,830736.0,15112,6391,31572
788929,715027.2000000001,48510,17323,24532
264645,273321.60000000003,41504,1804,6392
526802,1249920.0,18560,17544,47401
526804,2189414.4,32770,54,73452
526806,89654.40000000001,38577,941,2414
526814,1905321.6,10911,23546,27952
264670,2331532.8000000003,20468,9902,56771
526816,1121251.2,27424,10762,32589
264673,1843315.2000000002,21588,33395,71589
526825,698630.4,36971,14012,15986
526829,593932.8,12481,11790,7223
264691,1590508.8,28430,1605,64789
788980,317577.60000000003,5765,4249,7783
264693,1755542.4000000001,19208,28181,45632
526840,1142793.6,17159,21791,33768
264697,2432668.8000000003,24769,29645,58751
264698,2772912.0,33220,37376,54197
264702,2529974.4000000004,23194,7532,75118
788993,2496998.4,44831,14023,82215
788998,169497.6,,3461,3392
264716,1046841.6000000001,38967,15983,14502
264720,2826902.4000000004,21403,23226,12958
526867,2790316.8000000003,29863,41629,114107
264724,2028403.2000000002,42860,928,51535
789014,99206.40000000001,28339,16,327
526872,1008182.4,2011,2126,41042
264735,1789872.0,,7011,22831
526880,2112969.6,8391,4205,42054
526881,2828217.6,35488,33032,66808
526882,1666684.8,812,3084,24048
789027,1025577.6000000001,10416,11970,22887
789031,1641360.0,16550,6253,29093
526888,608716.8,16310,4089,11862
789036,635040.0,25081,8352,11227
526895,1378339.2000000002,1965,13973,25152
264760,191990.40000000002,17542,15,1748
789051,525312.0,28371,10291,4094
526910,2213817.6,35324,26389,66039
264767,618892.8,39759,10248,18238
264766,1952064.0,17911,26688,32944
789057,913267.2000000001,32845,20942,13074
789058,1426617.6,46392,24580,57206
526917,1459488.0,38599,35698,12005
264773,1334035.2000000002,5775,31266,2970
264776,861782.4,32921,16544,34481
789064,680380.8,36412,14169,14567
264778,2818329.6,42159,40005,12585
264779,2192428.8000000003,,40930,13588
526923,1869369.6,,20789,44415
264782,1841059.2000000002,45271,22003,22773
526944,764649.6000000001,10631,15724,18624
789089,1236720.0,4715,3963,22208
526949,1454822.4000000001,44123,33840,25775
264806,2230732.8000000003,21869,17692,90518
526951,40099.200000000004,,306,472
789095,1553452.8,45110,19897,46130
264813,514790.4,22212,9710,19544
264814,2374464.0,21053,47417,23596
526957,1669718.4000000001,31336,31380,68858
526960,193478.40000000002,36850,1464,6823
526964,2358364.8000000003,45857,2190,31611
264820,444211.2,35983,4281,4765
526968,2477424.0,36772,18487,38998
526970,2463619.2,31581,21265,77441
264834,653193.6000000001,,13215,5703
526988,318633.60000000003,17824,6663,210
264847,760809.6000000001,22235,11480,9907
789138,2792448.0,34465,6732,19356
527005,2400268.8000000003,,40486,64575
264864,121708.8,47146,2509,1627
527008,2853897.6,14034,1165,3216
264869,2404416.0,22391,24191,45300
527016,754435.2000000001,38405,8152,22574
789164,1969286.4000000001,4823,26362,29585
527021,1780396.8,25730,16999,11929
264878,705897.6000000001,20067,16522,24431
264882,2270006.4,15641,32993,56793
789171,1174617.6,46421,14231,19982
264883,1598476.8,25895,1243,4127
789173,1464489.6,14190,30369,12247
789175,2238105.6,14290,34200,22956
264893,90662.40000000001,32086,2161,2196
527038,2028883.2000000002,9135,17124,53393
264899,816787.2000000001,21631,14479,17038
789188,1171171.2,32222,18477,26941
264904,1510041.6,25658,12846,46893
527049,2805993.6,7097,67194,89109
527054,2681011.2,4290,41690,1099
527055,464851.2,18743,4976,18632
527056,2802067.2,37049,6983,49460
527059,2322787.2,9759,17677,55187
789204,1962806.4000000001,,38998,42137
789205,762806.4,934,15970,7436
264917,1574611.2000000002,37259,15490,6872
264923,2520576.0,,10128,26210
789213,631804.8,34155,15424,22264
789215,2774784.0,7693,3103,89226
789219,161712.0,19037,2188,5043
789225,2711673.6,17251,57413,78608
527082,912086.4,26890,20456,8355
264940,1230432.0,18728,10533,15427
789230,589344.0,45458,7543,4796
264943,291081.60000000003,31025,4019,3015
789232,2198198.4,12544,1068,86236
789233,1631212.8,,15393,55956
789234,1853644.8,25945,37326,5347
264947,1636137.6,32297,11789,16583
264948,2182896.0,15024,30736,33856
527094,2701305.6,47084,56456,17804
527100,2503718.4,44025,60683,59492
527106,336873.60000000003,21630,1335,10439
264976,2664019.2,35025,38128,25896
527120,1371830.4000000001,26844,14820,48051
264978,562512.0,40526,4207,22109
264981,1071168.0,26342,18269,9237
789274,1212470.4000000001,34793,27715,44271
264987,611491.2000000001,11697,12268,10482
789276,582259.2000000001,40117,6307,9115
264991,735984.0,,9899,8589
789280,2350492.8000000003,4789,535,54492
527137,417091.2,44650,10258,3637
789286,155548.80000000002,1237,2843,15
527147,2157840.0,23058,44882,39959
789294,659760.0,42622,3900,13752
789295,1513680.0,22068,20640,41869
265015,1199097.6,4856,6341,24659
527162,742128.0,34207,671,25579
789307,388665.60000000003,10331,592,12142
265020,557395.2000000001,22830,5179,21234
527167,1064016.0,28896,10127,27526
527170,2734099.2,42919,50076,72393
789328,2062108.8,36143,22187,14163
527187,1811836.8,5130,2984,59462
527188,2169571.2,2521,6238,24120
527192,1364745.6,3811,30317,29647
789336,213072.0,15031,699,386
789340,2282208.0,18722,48057,23311
527196,366748.80000000005,20694,4842,2691
527198,730608.0,30404,17633,28471
789342,2035324.8,37810,14526,30463
265056,2783299.2,23608,15323,52751
265059,1007827.2000000001,9277,24763,38783
527204,1692009.6,21110,2066,20378
265063,404217.60000000003,5217,9479,8300
527209,567926.4,8488,4297,22145
789354,897513.6000000001,21539,4397,10232
789357,89366.40000000001,22626,1973,3040
265072,1892505.6,16574,23324,8282
265075,966700.8,25357,8364,36288
527220,1036358.4,9287,9950,25068
265079,2865446.4000000004,45393,51445,107876
265080,488966.4,31227,5510,7599
265087,2857036.8000000003,30842,65139,88560
789376,1835500.8,17516,28098,42117
265096,2529734.4000000004,17481,24425,96800
527241,1892400.0,,21562,37298
789386,260323.2,22090,4536,1483
789388,2125286.4,17131,40179,29494
789391,1174944.0,49169,2927,45352
527256,1871644.8,25022,33521,77442
527260,1027056.0,41324,18116,479
527262,2125267.2,18107,28752,48567
527267,2713430.4000000004,26971,25293,42564
265124,2874940.8000000003,28243,63683,22132
265125,102787.20000000001,28774,2393,2928
789416,1540396.8,,28236,28956
789419,2298076.8000000003,7417,10660,8587
265133,612537.6,720,6338,15385
265140,716208.0,3138,11326,4537
527292,888604.8,42622,7609,33745
527294,1509398.4000000001,3294,30602,31344
265154,1161571.2,23468,22023,25577
265156,2727782.4000000004,7818,56175,75632
527302,1146211.2,47549,16367,45530
265159,1771075.2000000002,46793,29436,1418
265161,1252070.4000000001,49958,19359,38893
789450,166387.2,,3732,2898
789459,1208745.6,34188,22029,33568
265172,2174112.0,23815,6895,41507
527325,1859414.4000000001,19402,29862,33877
527326,372969.60000000003,,2787,4575
527327,1023302.4,845,5548,27347
265185,2065824.0,47015,34389,79576
789478,490857.60000000003,706,4037,643
265192,1340822.4000000001,17306,3931,55807
527339,1865289.6,33565,28542,66103
789488,1415088.0,12649,8388,35371
527345,2623267.2,18132,17182,6795
527346,1427193.6,17661,10411,31921
789492,601977.6,42552,3419,14786
789494,432048.0,46957,4341,14524
527356,2400624.0,9937,44630,96772
265212,269932.8,6152,5394,9828
265214,1387766.4000000001,47886,17795,13895
527357,1388582.4000000001,46890,4277,4695
789511,2238528.0,26637,44420,56604
265228,1325088.0,7463,2546,33124
527373,1841020.8,19721,4736,43326
527376,1674864.0,34803,412,21738
527380,1820966.4000000001,,5590,4062
527385,1974873.6,40234,16841,21607
527393,1379001.6,1569,9334,13067
789537,1357017.6,20361,20036,46009
265251,2205580.8000000003,20167,46175,49928
265252,1342233.6,18206,6069,35200
265253,1957852.8,15643,11291,43633
789554,1881177.6,,18222,30110
789556,28809.600000000002,27225,462,189
265270,374889.60000000003,11419,6794,8978
265273,2359516.8000000003,19340,28910,71009
527417,1104086.4000000001,43133,3083,18712
265287,736406.4,,18047,19681
789579,914284.8,5635,14063,1837
789580,2789491.2,25951,24887,15628
789604,692668.8,19997,14774,10704
789608,1197792.0,49472,12890,48712
265321,1739971.2000000002,15185,30126,24949
789609,1238131.2,1024,10016,5420
527470,419318.4,10631,1953,12574
265327,2272867.2,29051,18494,78749
265331,225676.80000000002,40145,4940,7398
789622,1181635.2,33594,7730,45854
789624,2040787.2000000002,47289,3444,61770
527481,161203.2,914,3850,3653
265340,2502844.8000000003,48674,508,82914
527485,252643.2,,602,1884
265342,2456745.6,4445,57183,5549
789630,2150304.0,19631,52590,29834
789636,2604547.2,47740,51303,108461
265348,294441.60000000003,20614,4614,585
789641,2464147.2,20815,57671,39549
265354,827712.0,25852,8700,17585
265355,972652.8,20558,5228,5423
527500,2398348.8000000003,6000,59213,96350
527498,1874457.6,33398,44796,41560
527506,1669420.8,886,19947,61640
789650,1824249.6,21962,29290,37261
265365,2728473.6,41708,61158,76426
527511,1420185.6,1373,17357,31776
265375,1493404.8,7490,18402,22690
789665,2097868.8000000003,35449,42472,64684
527521,2597913.6,18329,4438,72508
527529,1992998.4000000001,9365,33063,78096
527530,1981603.2000000002,39594,14178,16840
265387,390566.4,,9432,3204
789677,2411184.0,,49339,63622
265400,500793.60000000003,9014,10596,19895
265401,683654.4,45623,998,9392
527546,2432592.0,34882,13234,57355
789690,1668172.8,28364,3682,53703
789695,1506259.2000000002,28875,142,18673
527558,2535235.2,49097,9420,49132
527562,1792454.4000000001,10736,5773,56473
265421,1180262.4000000001,38489,11319,29272
789709,2225664.0,10742,4268,47431
265423,1150502.4000000001,26775,21572,13458
527579,978403.2000000001,33786,9346,6074
789725,778128.0,27677,19177,11649
789730,836323.2000000001,44170,1828,33218
265452,1410288.0,44343,31435,18323
265454,2662176.0,,33789,10412
527609,1235913.6,32669,15455,2310
265469,1024588.8,23471,24768,8443
789758,1849622.4000000001,27170,45423,28105
527616,2077872.0,5473,26190,74169
789767,1619721.6,39902,20045,64059
265483,2878656.0,14631,70242,64206
789772,1240982.4000000001,44872,1235,47883
789773,742454.4,,754,29659
527632,888393.6000000001,11063,3218,22367
527637,1569580.8,23792,31758,26135
265495,1026470.4,989,20525,10841
789786,1573718.4000000001,,31944,62785
789787,1681228.8,3480,14717,55722
265503,53664.0,,1289,93
527655,129110.40000000001,2560,3168,1649
265523,1905648.0,44735,44471,54823
265527,1919318.4000000001,,28987,75687
789815,2048841.6,7794,11374,39383
265530,1316256.0,37889,27435,13103
789822,1521590.4000000001,18792,35753,3126
527682,622876.8,22426,8542,15107
789828,168374.40000000002,36715,428,1183
527685,2649801.6,22195,54058,82435
527688,685382.4,45982,1860,3391
527694,2814182.4000000004,15427,58564,21715
265552,654249.6000000001,,2894,17434
527701,2723980.8000000003,,16786,103928
527705,219033.6,28933,293,3348
265562,220521.6,3913,2833,7066
789850,2618102.4000000004,45125,42993,96893
265567,2518262.4000000004,,24403,104543
789865,1793769.6,,15744,14174
527722,1283433.6,,2465,36043
789871,1757692.8,10038,3924,66158
527727,221856.0,,3472,8167
527728,1564051.2000000002,7649,9929,55619
527729,1335475.2000000002,47280,1164,2913
265597,2353804.8000000003,31427,35354,92925
527742,2615280.0,43385,8738,55085
789888,190195.2,,1361,1542
789890,723004.8,35116,16948,14385
265605,2822448.0,11355,14770,101875
789900,2433129.6,12053,32074,28655
265615,1934160.0,35457,4078,31122
527759,991017.6000000001,17196,22926,20960
789903,1694083.2000000002,21173,12657,33424
789904,320928.0,17020,2749,3359
527763,1421068.8,5250,9156,43627
789911,79584.0,29236,1861,2507
265625,1978732.8,22638,42532,3234
265632,2483337.6,34756,3413,15360
527778,2794166.4000000004,35132,2442,28564
527786,951436.8,23614,62,31301
527787,967468.8,4653,4567,35660
527792,2449046.4,40691,7488,68539
789945,235161.6,22364,1047,4713
265667,2600784.0,30874,60973,71006
789957,2491238.4,30270,48987,25823
527814,1169884.8,33650,7863,41392
527815,930432.0,37945,1319,27236
789960,2262067.2,27888,32264,18931
527816,2792640.0,17147,31117,8001
789967,2126169.6,24099,43868,53178
789970,1074201.6,30972,6770,28136
527829,1442044.8,23237,8766,48787
265686,1642252.8,8604,6519,61583
789980,622089.6,45449,3084,8158
789981,830284.8,29199,20503,10911
527837,321379.2,6634,3006,1963
789982,683587.2000000001,14285,6173,20353
789984,1446057.6,14673,34466,50263
265693,1829529.6,39463,37322,67218
265694,1068240.0,35325,18725,20554
789986,1616044.8,46885,40215,13673
789988,2111884.8000000003,12993,46596,35675
527852,2037072.0,46465,41491,15696
527855,2848070.4000000004,11027,36390,81251
527857,239529.6,45098,3830,7484
790001,1209062.4000000001,635,11142,36284
790005,2701382.4000000004,28602,22137,106309
265718,33820.8,8416,669,691
790011,2094144.0,27595,758,15261
265724,891302.4,5265,8923,15602
265726,2261347.2,48148,54115,59375
265728,592704.0,31914,8173,21920
790022,2164963.2,31726,38450,24849
265736,1604937.6,37761,3642,55268
265743,1994400.0,2763,9576,35066
790032,1291526.4000000001,30653,25981,29927
265754,2587392.0,48384,53001,78587
527901,2258448.0,14252,9146,30772
527904,2696928.0,17907,13856,96828
527906,2055849.6,10694,21533,80973
265763,230630.40000000002,27271,1307,1382
527914,737635.2000000001,30618,16324,23452
265770,863328.0,43219,21505,24660
265772,2403782.4,38433,13444,33436
790060,2867280.0,13315,22542,71373
790063,1231411.2,31574,7738,12386
527924,287769.60000000003,17761,824,8613
265784,1503369.6,43128,21785,31655
790075,143702.4,49693,3130,1438
790080,2557200.0,15941,2417,90077
527937,1474713.6,48194,34206,4578
265799,335817.60000000003,,1787,9983
527951,2087808.0,3380,33086,56411
265809,2340422.4,36785,50808,60562
790097,2589043.2,25544,7000,11586
265811,98361.6,8687,890,3911
265812,36460.8,12121,872,942
265816,1637097.6,17341,40260,31170
527965,1409347.2000000002,24372,6156,21437
527969,1901270.4000000001,24557,18118,23851
265826,1079750.4000000001,22216,18026,25943
527973,1406380.8,,34602,13298
527979,2647372.8000000003,,52685,52725
790126,1956499.2000000002,33565,8645,20349
265838,1295721.6,25799,10031,28541
527990,152784.0,20221,3093,606
265857,869558.4,44952,4494,18571
790148,1184284.8,18131,23663,19589
790152,2455699.2,10573,1575,71061
528009,1434892.8,,19031,58191
265866,2522380.8000000003,26143,16491,60247
265867,93244.8,29241,1662,3570
790156,2689084.8000000003,38465,56864,102899
528014,1030454.4,29328,7828,6547
528015,2378726.4,11337,41981,90705
265872,2608588.8000000003,,61310,16706
790161,1624454.4000000001,24151,25339,14228
265875,798931.2000000001,19517,10693,21891
790166,2352105.6,49187,19308,43703
265886,36182.4,32055,283,155
790178,2844192.0,35827,19500,14510
528043,1551859.2000000002,5226,16726,39792
265899,1298889.6,36816,27574,46718
265902,1511510.4000000001,21548,3712,5825
265903,778137.6000000001,,16528,25908
265906,1759248.0,37184,7826,23615
790204,1789632.0,22140,9474,40902
265918,2423347.2,45037,43100,88268
790208,983788.8,45798,22811,23678
265921,2463820.8000000003,44599,40019,55698
528071,2758732.8000000003,36440,43511,20016
790216,1243804.8,26497,8029,32039
528074,2573894.4000000004,40405,64269,821
790220,1656585.6,40286,1298,64989
528076,2524262.4000000004,19459,11743,12690
790227,385670.4,12661,718,7797
265942,2810678.4000000004,33112,15176,26504
528088,1467216.0,30161,2597,20490
790238,1082515.2,13638,19437,38204
790241,2435164.8000000003,7712,57475,17513
790249,250896.0,28487,3084,2418
265962,2274307.2,21213,27915,44353
790253,2235196.8000000003,15110,35424,11609
790255,1816867.2000000002,10405,14378,49711
265971,2729740.8000000003,16860,44823,3504
528121,1897622.4000000001,44590,35538,15902
528124,939484.8,10734,12972,26898
265985,1990569.6,20723,46858,30676
265987,1913078.4000000001,21320,10312,69267
528132,1113177.6,45516,18059,10532
265994,473520.0,27735,4514,3845
790283,2530876.8000000003,34646,2887,1620
528152,1037558.4,1459,7161,25975
266009,1013942.4,48004,6895,21585
528156,2611728.0,1582,52483,53874
790301,766502.4,32139,2537,13169
790307,705571.2000000001,45722,11387,25496
528164,2323084.8000000003,,24950,68767
528168,846134.4,26848,13263,31355
790316,1430841.6,23182,5806,47558
528175,353712.0,34538,5759,10985
266032,621158.4,19271,14316,22162
790320,726307.2000000001,27688,9038,8992
